iter	hours	assortment	log_posterior	log_prior	loglik	missing	mixture	null_assortment	scale	shape
0	0.001	0.844	-3647.456	-10.782	-3636.674	0.42	0.981	0.429	71.054	2.006
10	0.01	0.731	-3579.067	-10.92	-3568.147	0.42	0.94	0.429	66.554	2.089
20	0.02	0.726	-3561.304	-10.611	-3550.693	0.42	0.906	0.429	69.812	1.895
30	0.029	0.722	-3550.907	-10.271	-3540.637	0.42	0.819	0.428	76.306	1.982
40	0.038	0.666	-3551.039	-10.526	-3540.513	0.42	0.861	0.428	73.726	2.168
50	0.048	0.648	-3547.346	-10.931	-3536.415	0.42	0.803	0.43	64.963	2.142
60	0.057	0.684	-3546.181	-10.512	-3535.669	0.42	0.784	0.429	71.363	2.032
70	0.066	0.704	-3547.689	-10.364	-3537.326	0.42	0.795	0.428	73.997	1.978
80	0.075	0.683	-3547.676	-10.443	-3537.233	0.42	0.821	0.428	73.533	2.07
90	0.084	0.674	-3546.474	-10.409	-3536.065	0.42	0.816	0.428	74.128	2.067
100	0.093	0.692	-3549.387	-10.677	-3538.709	0.42	0.8	0.429	69.721	2.141
110	0.102	0.675	-3548.941	-11.006	-3537.935	0.42	0.789	0.43	63.179	2.107
120	0.112	0.685	-3549.858	-10.911	-3538.946	0.42	0.812	0.43	64.683	2.081
130	0.121	0.661	-3545.898	-10.839	-3535.06	0.42	0.766	0.43	65.696	2.089
140	0.13	0.661	-3545.898	-10.839	-3535.06	0.42	0.766	0.43	65.696	2.089
150	0.139	0.638	-3545.584	-10.915	-3534.669	0.42	0.798	0.43	64.362	2.077
160	0.148	0.637	-3545.217	-10.881	-3534.336	0.42	0.803	0.43	64.778	2.06
170	0.157	0.639	-3544.186	-10.818	-3533.368	0.42	0.808	0.429	65.261	1.992
180	0.166	0.639	-3544.186	-10.818	-3533.368	0.42	0.808	0.429	65.261	1.992
190	0.175	0.657	-3546.933	-11.12	-3535.813	0.42	0.765	0.43	60.598	2.059
200	0.184	0.638	-3543.47	-10.989	-3532.482	0.42	0.796	0.43	61.808	1.923
210	0.193	0.659	-3543.012	-10.67	-3532.342	0.42	0.802	0.429	67.283	1.895
220	0.202	0.642	-3543.41	-10.693	-3532.716	0.42	0.841	0.429	66.981	1.85
230	0.21	0.67	-3542.144	-10.818	-3531.327	0.42	0.799	0.429	64.481	1.762
240	0.219	0.646	-3541.39	-11.315	-3530.075	0.42	0.795	0.431	56.639	1.708
250	0.226	0.675	-3541.364	-11.754	-3529.61	0.42	0.791	0.431	51.898	1.537
260	0.234	0.655	-3539.127	-11.702	-3527.425	0.42	0.744	0.431	52.35	1.538
270	0.244	0.655	-3539.493	-11.61	-3527.883	0.42	0.763	0.431	53.304	1.571
280	0.253	0.648	-3537.567	-11.686	-3525.881	0.42	0.801	0.431	53.497	1.483
290	0.262	0.64	-3536.071	-11.485	-3524.586	0.42	0.812	0.43	56.601	1.469
300	0.271	0.679	-3534.902	-12.051	-3522.852	0.42	0.786	0.431	52.416	1.292
310	0.28	0.67	-3533.002	-12.15	-3520.852	0.42	0.801	0.43	52.237	1.253
320	0.289	0.66	-3531.36	-12.563	-3518.797	0.42	0.797	0.431	48.666	1.196
330	0.298	0.664	-3532.05	-13.041	-3519.009	0.42	0.793	0.432	44.332	1.159
340	0.307	0.669	-3529.546	-12.929	-3516.616	0.42	0.802	0.431	47.071	1.114
350	0.317	0.663	-3527.945	-13.16	-3514.785	0.42	0.826	0.431	45.87	1.078
360	0.326	0.681	-3527.024	-13.543	-3513.481	0.42	0.812	0.431	44.291	1.011
370	0.335	0.644	-3527.68	-13.609	-3514.072	0.42	0.841	0.432	42.05	1.053
380	0.344	0.642	-3525.259	-13.852	-3511.408	0.42	0.877	0.431	42.096	0.994
390	0.354	0.642	-3525.259	-13.852	-3511.408	0.42	0.877	0.431	42.096	0.994
400	0.363	0.604	-3523.337	-15.294	-3508.042	0.42	0.841	0.43	38.719	0.779
410	0.372	0.608	-3525.397	-15.102	-3510.295	0.42	0.807	0.429	40.271	0.781
420	0.381	0.6	-3526.489	-15.214	-3511.275	0.42	0.792	0.431	37.499	0.81
430	0.39	0.577	-3524.733	-15.501	-3509.232	0.42	0.806	0.431	36.35	0.786
440	0.399	0.614	-3521.472	-16.086	-3505.387	0.42	0.891	0.429	36.167	0.713
450	0.409	0.618	-3521.45	-16.226	-3505.224	0.42	0.901	0.429	35.359	0.708
460	0.418	0.59	-3522.848	-16.373	-3506.474	0.42	0.952	0.429	34.764	0.707
470	0.427	0.608	-3521.274	-16.01	-3505.264	0.42	0.905	0.429	36.588	0.718
480	0.436	0.614	-3521.726	-15.717	-3506.009	0.42	0.91	0.428	38.312	0.731
490	0.445	0.58	-3520.72	-16.125	-3504.595	0.42	0.917	0.429	35.6	0.719
500	0.454	0.559	-3520.408	-16.666	-3503.742	0.42	0.916	0.43	32.249	0.704
510	0.463	0.541	-3521.421	-16.438	-3504.983	0.42	0.926	0.43	33.011	0.722
520	0.472	0.617	-3521.169	-18.078	-3503.092	0.42	0.927	0.431	26.234	0.646
530	0.482	0.668	-3523.822	-18.161	-3505.661	0.42	0.914	0.43	26.667	0.628
540	0.491	0.692	-3519.311	-18.143	-3501.167	0.42	0.948	0.432	25.261	0.663
550	0.5	0.692	-3519.311	-18.143	-3501.167	0.42	0.948	0.432	25.261	0.663
560	0.51	0.652	-3520.235	-17.604	-3502.631	0.42	0.959	0.433	26.595	0.703
570	0.519	0.652	-3520.235	-17.604	-3502.631	0.42	0.959	0.433	26.595	0.703
580	0.528	0.652	-3520.235	-17.604	-3502.631	0.42	0.959	0.433	26.595	0.703
590	0.537	0.668	-3518.368	-17.074	-3501.294	0.42	0.882	0.433	27.461	0.742
600	0.546	0.661	-3518.277	-17.77	-3500.506	0.42	0.896	0.434	24.63	0.715
610	0.555	0.661	-3518.277	-17.77	-3500.506	0.42	0.896	0.434	24.63	0.715
620	0.564	0.655	-3519.797	-17.929	-3501.868	0.42	0.866	0.436	23.238	0.726
630	0.574	0.656	-3520.179	-17.89	-3502.289	0.42	0.844	0.436	23.213	0.73
640	0.583	0.656	-3520.179	-17.89	-3502.289	0.42	0.844	0.436	23.213	0.73
650	0.592	0.703	-3519.914	-19.629	-3500.285	0.42	0.85	0.435	19.229	0.626
660	0.601	0.703	-3519.914	-19.629	-3500.285	0.42	0.85	0.435	19.229	0.626
670	0.61	0.703	-3519.914	-19.629	-3500.285	0.42	0.85	0.435	19.229	0.626
680	0.619	0.691	-3520.211	-19.471	-3500.739	0.42	0.863	0.436	19.034	0.649
690	0.628	0.657	-3517.908	-19.363	-3498.546	0.42	0.895	0.437	19.306	0.655
700	0.638	0.657	-3517.908	-19.363	-3498.546	0.42	0.895	0.437	19.306	0.655
710	0.647	0.657	-3517.908	-19.363	-3498.546	0.42	0.895	0.437	19.306	0.655
720	0.656	0.678	-3518.214	-20.468	-3497.745	0.42	0.879	0.437	16.622	0.61
730	0.665	0.68	-3517.965	-20.513	-3497.452	0.42	0.916	0.437	16.835	0.603
740	0.674	0.684	-3517.741	-20.736	-3497.005	0.42	0.906	0.436	16.361	0.593
750	0.683	0.684	-3517.741	-20.736	-3497.005	0.42	0.906	0.436	16.361	0.593
760	0.693	0.696	-3518.925	-20.637	-3498.289	0.42	0.889	0.437	16.525	0.597
770	0.702	0.67	-3519.127	-19.411	-3499.715	0.42	0.919	0.436	19.438	0.649
780	0.711	0.69	-3519.535	-19.099	-3500.436	0.42	0.911	0.435	20.634	0.653
790	0.72	0.732	-3521.611	-19.094	-3502.517	0.42	0.899	0.433	21.896	0.623
800	0.729	0.732	-3521.611	-19.094	-3502.517	0.42	0.899	0.433	21.896	0.623
810	0.738	0.699	-3519.612	-18.768	-3500.844	0.42	0.935	0.433	22.574	0.647
820	0.747	0.692	-3518.055	-18.708	-3499.346	0.42	0.931	0.433	22.942	0.645
830	0.757	0.675	-3517.778	-18.798	-3498.979	0.42	0.924	0.434	21.905	0.657
840	0.766	0.701	-3520.615	-18.113	-3502.502	0.42	0.91	0.434	24.023	0.688
850	0.775	0.657	-3520.43	-17.957	-3502.473	0.42	0.937	0.434	24.213	0.706
860	0.784	0.655	-3517.071	-18.146	-3498.925	0.42	0.911	0.434	23.677	0.691
870	0.794	0.655	-3517.071	-18.146	-3498.925	0.42	0.911	0.434	23.677	0.691
880	0.803	0.648	-3519.35	-17.537	-3501.813	0.42	0.939	0.434	26.044	0.719
