iter	hours	assortment	log_posterior	log_prior	loglik	missing	mixture	null_assortment	scale	shape
0	0.001	0.61	-3648.658	-16.58	-3632.078	0.42	0.379	0.419	39.907	0.599
10	0.008	0.701	-3587.657	-16.779	-3570.878	0.42	0.457	0.43	31.747	0.686
20	0.016	0.702	-3575.867	-16.263	-3559.604	0.42	0.523	0.429	34.443	0.706
30	0.023	0.721	-3561.387	-14.94	-3546.448	0.42	0.557	0.43	39.578	0.814
40	0.031	0.58	-3538.339	-13.491	-3524.848	0.42	0.704	0.432	42.367	1.064
50	0.038	0.643	-3530.057	-15.297	-3514.76	0.42	0.763	0.429	38.823	0.773
60	0.046	0.652	-3526.864	-15.754	-3511.11	0.42	0.836	0.431	34.336	0.788
70	0.054	0.687	-3520.764	-16.349	-3504.414	0.42	0.836	0.433	30.488	0.776
80	0.061	0.687	-3520.764	-16.349	-3504.414	0.42	0.836	0.433	30.488	0.776
90	0.069	0.687	-3520.764	-16.349	-3504.414	0.42	0.836	0.433	30.488	0.776
100	0.077	0.721	-3521.407	-17.348	-3504.059	0.42	0.852	0.432	27.996	0.693
110	0.084	0.721	-3521.407	-17.348	-3504.059	0.42	0.852	0.432	27.996	0.693
120	0.092	0.712	-3519.942	-17.024	-3502.918	0.42	0.871	0.432	29.391	0.708
130	0.1	0.706	-3519.944	-16.761	-3503.183	0.42	0.901	0.432	30.19	0.73
140	0.108	0.706	-3519.944	-16.761	-3503.183	0.42	0.901	0.432	30.19	0.73
150	0.116	0.706	-3519.944	-16.761	-3503.183	0.42	0.901	0.432	30.19	0.73
160	0.123	0.706	-3519.944	-16.761	-3503.183	0.42	0.901	0.432	30.19	0.73
170	0.131	0.638	-3519.371	-17.809	-3501.562	0.42	0.873	0.436	23.538	0.734
180	0.139	0.625	-3520.819	-17.587	-3503.233	0.42	0.886	0.436	23.994	0.755
190	0.147	0.625	-3520.819	-17.587	-3503.233	0.42	0.886	0.436	23.994	0.755
200	0.155	0.704	-3520.923	-18.386	-3502.537	0.42	0.878	0.435	22.745	0.682
210	0.163	0.669	-3517.733	-19.22	-3498.512	0.42	0.912	0.435	20.201	0.65
220	0.17	0.646	-3518.919	-19.033	-3499.886	0.42	0.889	0.437	19.849	0.678
230	0.178	0.69	-3517.876	-19.296	-3498.58	0.42	0.895	0.435	20.355	0.636
240	0.186	0.699	-3518.602	-19.042	-3499.56	0.42	0.898	0.434	21.264	0.643
250	0.193	0.699	-3518.602	-19.042	-3499.56	0.42	0.898	0.434	21.264	0.643
260	0.201	0.685	-3517.117	-18.605	-3498.512	0.42	0.913	0.433	22.924	0.655
270	0.209	0.716	-3521.165	-18.495	-3502.671	0.42	0.946	0.432	24.339	0.642
280	0.216	0.729	-3522.469	-19.29	-3503.179	0.42	0.939	0.433	21.478	0.617
290	0.224	0.701	-3518.062	-19.585	-3498.477	0.42	0.902	0.434	19.956	0.616
300	0.232	0.658	-3517.719	-19.758	-3497.961	0.42	0.917	0.436	18.497	0.636
310	0.239	0.658	-3517.719	-19.758	-3497.961	0.42	0.917	0.436	18.497	0.636
320	0.246	0.696	-3518.716	-19.248	-3499.468	0.42	0.929	0.434	20.976	0.63
330	0.254	0.696	-3518.716	-19.248	-3499.468	0.42	0.929	0.434	20.976	0.63
340	0.261	0.683	-3517.701	-20.552	-3497.148	0.42	0.93	0.436	17.131	0.592
350	0.269	0.683	-3517.701	-20.552	-3497.148	0.42	0.93	0.436	17.131	0.592
360	0.277	0.674	-3517.482	-21.186	-3496.296	0.42	0.907	0.438	15.137	0.584
370	0.285	0.674	-3517.482	-21.186	-3496.296	0.42	0.907	0.438	15.137	0.584
380	0.292	0.674	-3517.482	-21.186	-3496.296	0.42	0.907	0.438	15.137	0.584
390	0.3	0.674	-3517.482	-21.186	-3496.296	0.42	0.907	0.438	15.137	0.584
400	0.309	0.674	-3517.482	-21.186	-3496.296	0.42	0.907	0.438	15.137	0.584
410	0.319	0.674	-3517.482	-21.186	-3496.296	0.42	0.907	0.438	15.137	0.584
420	0.328	0.674	-3517.482	-21.186	-3496.296	0.42	0.907	0.438	15.137	0.584
430	0.336	0.674	-3517.482	-21.186	-3496.296	0.42	0.907	0.438	15.137	0.584
440	0.346	0.674	-3517.482	-21.186	-3496.296	0.42	0.907	0.438	15.137	0.584
450	0.355	0.683	-3518.759	-20.262	-3498.498	0.42	0.856	0.437	17.12	0.616
460	0.364	0.691	-3517.598	-20.83	-3496.768	0.42	0.896	0.436	16.303	0.585
470	0.372	0.691	-3517.598	-20.83	-3496.768	0.42	0.896	0.436	16.303	0.585
480	0.379	0.691	-3517.598	-20.83	-3496.768	0.42	0.896	0.436	16.303	0.585
490	0.389	0.69	-3517.96	-21.357	-3496.604	0.42	0.913	0.437	15.09	0.57
500	0.399	0.708	-3519.894	-22.166	-3497.727	0.42	0.883	0.437	13.42	0.545
510	0.408	0.708	-3519.894	-22.166	-3497.727	0.42	0.883	0.437	13.42	0.545
520	0.418	0.708	-3519.894	-22.166	-3497.727	0.42	0.883	0.437	13.42	0.545
530	0.427	0.708	-3519.894	-22.166	-3497.727	0.42	0.883	0.437	13.42	0.545
540	0.435	0.708	-3519.894	-22.166	-3497.727	0.42	0.883	0.437	13.42	0.545
550	0.443	0.678	-3519.687	-19.895	-3499.791	0.42	0.944	0.436	18.633	0.622
560	0.45	0.688	-3517.894	-20.126	-3497.769	0.42	0.939	0.434	18.63	0.598
570	0.458	0.688	-3517.894	-20.126	-3497.769	0.42	0.939	0.434	18.63	0.598
580	0.466	0.688	-3517.894	-20.126	-3497.769	0.42	0.939	0.434	18.63	0.598
590	0.475	0.688	-3517.894	-20.126	-3497.769	0.42	0.939	0.434	18.63	0.598
600	0.485	0.688	-3517.894	-20.126	-3497.769	0.42	0.939	0.434	18.63	0.598
610	0.494	0.669	-3518.643	-19.327	-3499.316	0.42	0.917	0.436	19.743	0.65
620	0.502	0.645	-3521.009	-19.123	-3501.886	0.42	0.914	0.437	19.517	0.68
630	0.509	0.608	-3520.177	-19.431	-3500.746	0.42	0.905	0.431	21.707	0.592
640	0.517	0.599	-3520.252	-18.311	-3501.941	0.42	0.916	0.431	25.156	0.64
650	0.527	0.578	-3519.578	-19.228	-3500.351	0.42	0.916	0.43	22.841	0.59
660	0.536	0.578	-3519.578	-19.228	-3500.351	0.42	0.916	0.43	22.841	0.59
670	0.544	0.566	-3519.708	-19.88	-3499.828	0.42	0.93	0.431	20.253	0.581
680	0.552	0.569	-3519.697	-19.402	-3500.295	0.42	0.883	0.432	21.346	0.6
690	0.562	0.578	-3519.712	-18.673	-3501.038	0.42	0.887	0.431	23.906	0.622
700	0.572	0.578	-3519.712	-18.673	-3501.038	0.42	0.887	0.431	23.906	0.622
710	0.58	0.572	-3520.117	-17.038	-3503.079	0.42	0.901	0.43	30.261	0.691
720	0.589	0.606	-3521.873	-16.324	-3505.548	0.42	0.932	0.429	34.404	0.715
730	0.599	0.595	-3520.43	-17.649	-3502.781	0.42	0.889	0.429	29.007	0.64
740	0.609	0.58	-3520.231	-16.877	-3503.354	0.42	0.884	0.43	31.301	0.69
750	0.619	0.625	-3521.75	-17.063	-3504.687	0.42	0.901	0.428	32.276	0.654
760	0.628	0.593	-3520.918	-16.519	-3504.398	0.42	0.873	0.43	33.143	0.703
770	0.638	0.6	-3520.79	-16.385	-3504.405	0.42	0.914	0.429	34.785	0.698
780	0.648	0.6	-3521.143	-16.83	-3504.313	0.42	0.932	0.429	32.178	0.687
790	0.657	0.586	-3521.412	-18.139	-3503.273	0.42	0.913	0.433	24.675	0.669
800	0.666	0.539	-3520.989	-17.316	-3503.673	0.42	0.922	0.431	28.58	0.69
810	0.675	0.572	-3519.49	-18.793	-3500.698	0.42	0.896	0.43	23.86	0.611
820	0.684	0.577	-3520.92	-17.742	-3503.178	0.42	0.878	0.432	26.186	0.681
830	0.693	0.574	-3524.219	-18.532	-3505.687	0.42	0.939	0.434	22.893	0.666
840	0.702	0.618	-3523.364	-18.173	-3505.191	0.42	0.961	0.427	28.288	0.606
850	0.711	0.602	-3522.131	-17.952	-3504.179	0.42	0.945	0.431	26.624	0.656
860	0.721	0.595	-3521.003	-17.821	-3503.181	0.42	0.943	0.429	28.295	0.64
870	0.729	0.583	-3521.01	-16.867	-3504.143	0.42	0.89	0.431	30.203	0.712
880	0.737	0.601	-3520.686	-16.529	-3504.157	0.42	0.903	0.429	33.918	0.692
890	0.745	0.625	-3523.663	-17.499	-3506.164	0.42	0.916	0.433	26.937	0.7
900	0.753	0.608	-3520.833	-17.905	-3502.928	0.42	0.91	0.431	26.422	0.66
910	0.761	0.575	-3519.492	-18.46	-3501.033	0.42	0.907	0.431	24.924	0.627
920	0.769	0.587	-3521.071	-18.559	-3502.512	0.42	0.86	0.433	23.247	0.647
930	0.778	0.603	-3520.178	-19.117	-3501.061	0.42	0.891	0.432	22.263	0.61
940	0.788	0.639	-3521.783	-19.6	-3502.183	0.42	0.921	0.432	20.976	0.592
950	0.798	0.621	-3521.526	-18.254	-3503.272	0.42	0.883	0.432	24.587	0.655
960	0.807	0.614	-3522.783	-18.248	-3504.535	0.42	0.883	0.434	23.699	0.675
970	0.817	0.657	-3517.907	-17.937	-3499.97	0.42	0.874	0.435	23.813	0.711
980	0.826	0.677	-3518.555	-18.1	-3500.456	0.42	0.881	0.435	23.569	0.697
990	0.834	0.716	-3520.974	-18.806	-3502.168	0.42	0.883	0.434	21.878	0.654
1000	0.843	0.696	-3519.519	-19.069	-3500.45	0.42	0.861	0.435	20.651	0.652
1010	0.853	0.716	-3520.85	-20.067	-3500.784	0.42	0.86	0.435	18.257	0.606
1020	0.862	0.695	-3522.742	-21.137	-3501.605	0.42	0.814	0.439	14.68	0.598
1030	0.87	0.695	-3522.742	-21.137	-3501.605	0.42	0.814	0.439	14.68	0.598
1040	0.88	0.695	-3522.742	-21.137	-3501.605	0.42	0.814	0.439	14.68	0.598
1050	0.89	0.695	-3522.742	-21.137	-3501.605	0.42	0.814	0.439	14.68	0.598
1060	0.898	0.695	-3522.234	-19.846	-3502.389	0.42	0.812	0.437	17.891	0.636
1070	0.907	0.694	-3521.239	-18.158	-3503.081	0.42	0.9	0.435	23.296	0.698
1080	0.917	0.683	-3520.311	-17.665	-3502.646	0.42	0.871	0.435	24.791	0.723
1090	0.927	0.688	-3519.867	-17.826	-3502.041	0.42	0.918	0.434	25.064	0.701
1100	0.935	0.668	-3516.936	-18.7	-3498.236	0.42	0.924	0.434	22.323	0.659
1110	0.945	0.668	-3516.936	-18.7	-3498.236	0.42	0.924	0.434	22.323	0.659
