PlantID_final,Easting,Northing,is_mother
L1317,-2261.76544506301,-359.998324910179,False
L1325,-2261.67806559399,-359.347435720265,False
L1330,-2261.06671463099,-358.149374569766,False
L1351,-2260.01602429099,-362.756392990239,False
L1357,444.207213252026,-364.266090559773,False
L1359,383.966851192992,-372.667067079805,False
L1361,325.34603062598,-372.252166669816,False
L1362,321.097844602016,-369.624325740151,False
L1363,-143.317631657002,573.81270940043,False
L1365,481.115945158992,-363.295252320357,False
L1368,428.860682061,-364.299157929607,False
K1574,598.356442481978,-93.2324550999328,False
L1427,598.795835543016,-93.1239194702357,False
L1428,294.424170488026,-54.6836357600987,False
L1449,569.442389398988,-428.48995347973,False
K1898,354.753600581025,-71.4882516898215,False
L1451,755.274523354019,-71.361379429698,False
L1454,710.10683746502,-71.0565342297778,False
L1486,416.962161493022,-84.0694376900792,False
L1492,25.4259662199765,-32.271118289791,False
L1555,786.69401114498,-69.5115055097267,False
K1988,778.165191765002,-66.4203803399578,False
L1581,-352.007348111016,810.305921509862,False
L1596,480.94122913701,-58.6102957502007,False
L1597,310.680087935005,-55.5657693604007,False
L1608,534.513305468019,-53.3204224295914,False
L1613,-131.606049479975,478.1068902798,False
L1615,-154.775235058973,566.842447600327,False
L1617,198.44626451598,-396.350183060393,False
L1624,-150.647185722017,503.11820800975,False
L1628,-128.749242481019,464.295632280409,False
L1632,375.242312600021,-369.602215969935,False
L1639,315.300593673019,-370.308992640115,False
L1642,361.835092447989,-375.128612349741,False
K0148,417.332487414009,-367.658276339993,False
L1666,690.875737208989,-411.0215821499,False
L1667,307.958753266023,-380.382840500213,False
L1680,850.398751182016,-486.563148180023,False
L1691,554.50722305401,-424.850887680426,False
L1692,559.563791228982,-428.295738250017,False
L1698,476.356423839985,-366.618680150248,False
L1730,565.421427242982,-427.790309360251,False
L1733,664.450603413978,-442.224091029726,False
L1764,-940.755670653016,519.731780470349,False
L1766,-899.302241962985,510.491957129911,False
L1777,-937.390579632018,518.52430550009,False
L1830,-138.150568465993,437.037485689856,False
L1847,260.201981166028,-381.243143189698,True
L1856,-146.105654538027,473.325192170218,False
L1863,368.973635669972,-371.596658309922,False
L1868,421.291734270984,-366.22408004012,False
L1869,358.040006742987,-374.433510449715,False
L1872,338.464618512022,-372.898180640303,True
L1882,267.839828175027,-386.900489140302,True
L1883,466.87320988602,-376.632931999862,False
L1890,260.899144818017,-388.111327400431,False
L1892,692.183610330976,-431.438752479851,True
L1895,261.060892133974,-389.43789863959,False
L1910,-946.086330237973,-259.702185120434,False
L1912,-140.007909620996,331.9368468998,False
L1914,-1056.12346907798,-216.265740510076,False
L1919,-1056.09446938802,-215.959561719559,False
M0004,-22.0406507659936,-460.502703100443,False
K1768,53.0130303920014,-424.151538279839,True
M0007,146.486140366993,-395.736085929908,False
M0009,168.186052592995,-389.376029869542,True
M0011,21.221102083975,-440.366161299869,False
K2036,140.140636787983,-395.108723520301,True
M0013,19.4523628539755,-439.23646207992,False
M0015,90.1051086399821,-406.516198299825,False
M0016,-22.2435190440156,-452.148458509706,False
M0017,62.0782497290056,-419.53252608981,False
M0019,81.66334044002,-412.700034970418,False
M0021,177.944772300019,-387.335182289593,False
M0022,60.098394983972,-422.958021059632,True
M0027,29.8371750169899,-439.39695550967,False
M0028,-21.5668681309908,-452.808780670166,True
M0030,109.076098049991,-409.282758049667,False
M0032,20.8127819609945,-439.719861540012,False
M0033,-30.6740354929934,-452.867534169927,False
M0034,-41.1741249000188,-461.622982880101,True
M0036,58.3882764640148,-422.197652390227,False
M0037,-20.7293798999744,-453.084397300147,False
M0038,28.9066249469761,-434.583958930336,False
M0041,18.8948948169709,-440.592988030054,False
M0042,110.243484661973,-409.510853840038,True
M0043,-21.8276392670232,-452.728213190101,True
M0045,-21.3808919489966,-451.991254840046,True
M0046,-41.5859365129727,-457.460810749792,False
M0048,13.9820693689981,-444.788403970189,False
M0049,72.0350010339753,-414.369038020261,False
M0050,108.007270877017,-404.464941889979,False
M0051,205.687529993011,-369.526866019703,False
M0052,231.872320002003,-382.627756959759,False
M0053,250.568901215971,-388.36820075009,False
M0054,241.913454495021,-379.868056870066,True
M0055,216.738438764005,-366.313951729797,False
M0056,245.256145293999,-391.492260009982,False
M0057,206.940191383008,-370.075692060404,False
M0059,231.913175638008,-382.271730340086,False
M0060,250.666649936989,-379.505286499858,False
M0061,250.640962467005,-380.203509910032,False
K1696,243.986848443979,-378.693388610147,False
M0064,254.071969814016,-378.165132270195,False
M0068,224.762830037973,-370.173198100179,False
M0069,240.71265068202,-379.012191420421,True
M0070,206.235057182028,-366.170216269791,False
M0072,206.846199952997,-373.199607959948,False
M0074,210.958078778,-367.370731419884,False
M0075,232.990196858998,-378.317812790163,False
M0076,242.10419453698,-377.610264030285,False
M0077,202.325051234977,-368.66868009977,False
M0079,217.137100197026,-365.859634379856,False
M0080,216.640704042977,-365.279022189789,False
M0081,247.685553741991,-390.925553870387,False
M0084,238.863497616025,-377.772848810069,False
M0087,247.709560671006,-390.321704380214,False
M0088,206.048504094011,-370.033830059692,False
M0089,248.387880048016,-390.28906918969,False
M0090,247.225968351995,-390.788430020213,False
M0091,252.064832339005,-392.50321961008,False
M0093,247.470388579997,-391.085357040167,False
M0094,245.009464513976,-391.145336150192,False
M0095,244.837579604005,-376.816977200098,False
M0096,248.732844109996,-389.45104798954,False
M0097,238.051248173986,-379.580825439654,False
M0098,240.022718082007,-378.085232259706,False
M0099,251.636035215983,-391.227061290294,False
M0100,248.791670132021,-391.058571239933,False
M0101,253.87522436399,-378.38954371959,False
M0102,296.124103357026,-372.716784100048,False
M0104,-48.8100195460138,-220.248027900234,False
M0106,-38.5698452279903,-213.456460709684,False
M0107,308.425002763979,-370.06028049998,False
M0114,284.519038508995,-373.888289679773,False
M0118,362.387879481015,-372.612653589807,False
M0122,298.042558005021,-373.210608449765,False
