iter	hours	assortment	log_posterior	log_prior	loglik	missing	mixture	null_assortment	scale	shape
0	0.001	0.844	-5214.42	-8.899	-5205.521	0.32	1.0	0.429	71.054	2.006
10	0.011	0.772	-4661.432	-8.211	-4653.221	0.32	1.0	0.427	84.693	1.813
20	0.02	0.74	-4622.805	-8.038	-4614.767	0.32	1.0	0.426	89.733	1.669
30	0.03	0.677	-3831.099	-7.981	-3823.118	0.32	1.0	0.426	95.895	1.455
40	0.039	0.702	-3831.699	-8.007	-3823.692	0.32	1.0	0.426	95.583	1.446
50	0.048	0.702	-3831.699	-8.007	-3823.692	0.32	1.0	0.426	95.583	1.446
60	0.058	0.682	-3829.268	-7.988	-3821.281	0.32	1.0	0.426	96.016	1.447
70	0.067	0.713	-3801.563	-8.119	-3793.444	0.32	1.0	0.425	98.301	1.317
80	0.076	0.77	-3775.367	-8.246	-3767.122	0.32	1.0	0.425	100.145	1.235
90	0.085	0.74	-3768.598	-8.354	-3760.245	0.32	1.0	0.425	97.841	1.216
100	0.094	0.778	-3761.276	-8.463	-3752.814	0.32	1.0	0.424	100.085	1.152
110	0.104	0.741	-3736.953	-8.526	-3728.427	0.32	1.0	0.423	104.65	1.084
120	0.113	0.734	-3713.696	-9.509	-3704.187	0.32	1.0	0.417	102.656	0.867
130	0.122	0.738	-3689.824	-9.876	-3679.948	0.32	1.0	0.412	105.076	0.793
140	0.131	0.722	-3687.261	-9.89	-3677.371	0.32	1.0	0.413	104.375	0.793
150	0.14	0.777	-3676.844	-10.494	-3666.35	0.32	1.0	0.408	101.111	0.721
160	0.149	0.742	-3668.292	-10.45	-3657.843	0.32	1.0	0.41	98.657	0.736
170	0.158	0.742	-3668.292	-10.45	-3657.843	0.32	1.0	0.41	98.657	0.736
180	0.167	0.742	-3668.292	-10.45	-3657.843	0.32	1.0	0.41	98.657	0.736
190	0.176	0.742	-3668.292	-10.45	-3657.843	0.32	1.0	0.41	98.657	0.736
200	0.185	0.742	-3668.292	-10.45	-3657.843	0.32	1.0	0.41	98.657	0.736
210	0.194	0.651	-3666.899	-10.855	-3656.044	0.32	1.0	0.408	93.34	0.702
220	0.203	0.582	-3662.599	-10.667	-3651.931	0.32	1.0	0.412	91.548	0.734
230	0.211	0.58	-3664.525	-10.719	-3653.805	0.32	1.0	0.408	95.435	0.71
240	0.219	0.572	-3663.67	-10.486	-3653.184	0.32	1.0	0.411	95.498	0.741
250	0.227	0.537	-3663.462	-10.501	-3652.96	0.32	1.0	0.411	94.684	0.742
260	0.235	0.551	-3663.781	-10.526	-3653.255	0.32	1.0	0.41	95.776	0.734
270	0.244	0.547	-3663.829	-10.425	-3653.403	0.32	1.0	0.411	96.21	0.746
280	0.253	0.558	-3662.222	-10.667	-3651.555	0.32	1.0	0.412	90.993	0.737
290	0.262	0.547	-3663.146	-10.515	-3652.631	0.32	1.0	0.412	93.92	0.744
300	0.271	0.566	-3662.86	-10.793	-3652.067	0.32	1.0	0.41	91.924	0.715
310	0.281	0.54	-3662.649	-10.605	-3652.044	0.32	1.0	0.412	92.102	0.74
320	0.29	0.54	-3662.649	-10.605	-3652.044	0.32	1.0	0.412	92.102	0.74
330	0.299	0.556	-3660.552	-11.064	-3649.488	0.32	1.0	0.411	85.247	0.712
340	0.308	0.587	-3660.429	-11.243	-3649.186	0.32	1.0	0.411	83.361	0.698
350	0.317	0.528	-3660.546	-11.181	-3649.365	0.32	1.0	0.411	83.985	0.703
360	0.326	0.568	-3660.555	-11.24	-3649.316	0.32	1.0	0.41	84.083	0.695
370	0.335	0.547	-3659.41	-11.226	-3648.185	0.32	1.0	0.412	81.532	0.71
380	0.344	0.548	-3658.96	-11.392	-3647.568	0.32	1.0	0.412	79.878	0.697
390	0.354	0.613	-3660.807	-11.471	-3649.337	0.32	1.0	0.41	81.081	0.682
400	0.363	0.636	-3661.92	-11.132	-3650.788	0.32	1.0	0.412	83.164	0.714
410	0.372	0.605	-3661.658	-11.483	-3650.175	0.32	1.0	0.409	82.623	0.673
420	0.381	0.609	-3657.527	-11.797	-3645.73	0.32	1.0	0.413	72.662	0.689
430	0.39	0.567	-3656.524	-11.789	-3644.735	0.32	1.0	0.414	72.099	0.693
440	0.399	0.486	-3654.87	-12.783	-3642.087	0.32	1.0	0.413	61.592	0.643
450	0.408	0.459	-3652.999	-13.485	-3639.515	0.32	1.0	0.416	52.825	0.631
460	0.417	0.547	-3651.47	-13.28	-3638.19	0.32	1.0	0.414	55.722	0.631
470	0.426	0.605	-3642.692	-13.123	-3629.569	0.32	1.0	0.415	56.949	0.639
480	0.435	0.605	-3642.692	-13.123	-3629.569	0.32	1.0	0.415	56.949	0.639
490	0.444	0.605	-3642.692	-13.123	-3629.569	0.32	1.0	0.415	56.949	0.639
500	0.453	0.605	-3642.692	-13.123	-3629.569	0.32	1.0	0.415	56.949	0.639
510	0.462	0.605	-3642.692	-13.123	-3629.569	0.32	1.0	0.415	56.949	0.639
520	0.471	0.607	-3642.585	-13.101	-3629.485	0.32	1.0	0.416	56.244	0.647
530	0.481	0.577	-3640.927	-13.406	-3627.521	0.32	1.0	0.416	53.121	0.638
540	0.49	0.577	-3640.927	-13.406	-3627.521	0.32	1.0	0.416	53.121	0.638
550	0.499	0.619	-3641.723	-14.001	-3627.722	0.32	1.0	0.413	50.397	0.598
560	0.508	0.643	-3642.403	-14.162	-3628.242	0.32	1.0	0.413	48.827	0.595
570	0.517	0.636	-3641.129	-14.323	-3626.805	0.32	1.0	0.414	46.934	0.594
580	0.526	0.636	-3641.129	-14.323	-3626.805	0.32	1.0	0.414	46.934	0.594
590	0.535	0.596	-3637.378	-15.092	-3622.286	0.32	1.0	0.416	40.504	0.578
600	0.545	0.581	-3637.565	-14.729	-3622.836	0.32	1.0	0.417	42.191	0.597
610	0.554	0.563	-3637.861	-14.533	-3623.328	0.32	1.0	0.418	43.306	0.606
620	0.563	0.563	-3637.861	-14.533	-3623.328	0.32	1.0	0.418	43.306	0.606
630	0.572	0.563	-3637.861	-14.533	-3623.328	0.32	1.0	0.418	43.306	0.606
640	0.581	0.563	-3637.861	-14.533	-3623.328	0.32	1.0	0.418	43.306	0.606
650	0.59	0.571	-3639.413	-13.922	-3625.491	0.32	1.0	0.417	48.053	0.625
660	0.599	0.57	-3637.889	-14.608	-3623.282	0.32	1.0	0.416	43.751	0.594
670	0.608	0.582	-3637.865	-14.822	-3623.043	0.32	1.0	0.415	42.731	0.583
680	0.617	0.558	-3637.934	-14.521	-3623.413	0.32	1.0	0.418	42.912	0.611
690	0.626	0.585	-3637.789	-14.659	-3623.131	0.32	1.0	0.417	42.721	0.599
700	0.635	0.59	-3637.832	-14.684	-3623.148	0.32	1.0	0.418	42.139	0.602
710	0.644	0.58	-3637.128	-15.018	-3622.11	0.32	1.0	0.416	40.772	0.583
720	0.654	0.573	-3637.395	-14.932	-3622.463	0.32	1.0	0.416	41.741	0.582
730	0.663	0.573	-3637.395	-14.932	-3622.463	0.32	1.0	0.416	41.741	0.582
740	0.672	0.571	-3637.29	-14.83	-3622.46	0.32	1.0	0.419	40.779	0.601
