iter	hours	assortment	log_posterior	log_prior	loglik	missing	mixture	null_assortment	scale	shape
0	0.001	0.192	-3951.162	-20.679	-3930.482	0.32	1.0	0.331	99.873	0.172
10	0.009	0.082	-3919.667	-15.662	-3904.005	0.32	1.0	0.355	94.812	0.339
20	0.018	0.041	-3855.49	-11.231	-3844.259	0.32	1.0	0.406	93.265	0.678
30	0.026	0.182	-3739.658	-11.258	-3728.4	0.32	1.0	0.41	84.97	0.695
40	0.035	0.236	-3729.611	-11.351	-3718.26	0.32	1.0	0.405	89.157	0.662
50	0.043	0.255	-3709.606	-11.01	-3698.596	0.32	1.0	0.413	83.99	0.729
60	0.052	0.371	-3682.398	-10.859	-3671.539	0.32	1.0	0.412	87.545	0.728
70	0.06	0.456	-3676.4	-10.757	-3665.643	0.32	1.0	0.411	90.707	0.726
80	0.069	0.473	-3675.78	-10.86	-3664.92	0.32	1.0	0.41	90.784	0.712
90	0.077	0.544	-3660.786	-11.185	-3649.601	0.32	1.0	0.41	84.897	0.698
100	0.086	0.57	-3660.637	-11.148	-3649.488	0.32	1.0	0.411	84.872	0.703
110	0.094	0.57	-3660.637	-11.148	-3649.488	0.32	1.0	0.411	84.872	0.703
120	0.103	0.55	-3660.224	-11.043	-3649.18	0.32	1.0	0.412	84.344	0.719
130	0.112	0.566	-3661.036	-11.437	-3649.599	0.32	1.0	0.409	83.153	0.675
140	0.12	0.57	-3660.905	-11.668	-3649.237	0.32	1.0	0.408	80.706	0.66
150	0.129	0.611	-3658.295	-11.947	-3646.348	0.32	1.0	0.411	73.429	0.666
160	0.138	0.57	-3656.918	-11.735	-3645.184	0.32	1.0	0.414	73.375	0.692
170	0.147	0.55	-3652.7	-13.009	-3639.691	0.32	1.0	0.413	59.22	0.635
180	0.155	0.512	-3653.04	-13.0	-3640.04	0.32	1.0	0.414	58.84	0.638
190	0.164	0.554	-3652.654	-13.225	-3639.429	0.32	1.0	0.412	57.951	0.621
200	0.173	0.573	-3653.554	-14.019	-3639.534	0.32	1.0	0.409	52.964	0.576
210	0.182	0.613	-3640.518	-14.286	-3626.232	0.32	1.0	0.414	47.674	0.592
220	0.19	0.57	-3638.977	-14.096	-3624.881	0.32	1.0	0.417	47.181	0.615
230	0.199	0.57	-3638.977	-14.096	-3624.881	0.32	1.0	0.417	47.181	0.615
240	0.208	0.57	-3638.977	-14.096	-3624.881	0.32	1.0	0.417	47.181	0.615
250	0.217	0.63	-3641.684	-14.518	-3627.166	0.32	1.0	0.412	46.756	0.577
260	0.226	0.655	-3643.106	-14.632	-3628.473	0.32	1.0	0.412	46.019	0.573
270	0.234	0.652	-3642.493	-13.991	-3628.501	0.32	1.0	0.416	48.704	0.613
280	0.243	0.659	-3642.5	-14.319	-3628.181	0.32	1.0	0.415	46.767	0.597
