iter	hours	assortment	log_posterior	log_prior	loglik	missing	mixture	null_assortment	scale	shape
0	0.001	0.605	-3933.923	-16.666	-3917.257	0.22	0.418	0.374	42.126	0.371
10	0.008	0.627	-3804.308	-14.29	-3790.018	0.22	0.471	0.422	34.991	0.598
20	0.015	0.6	-3774.911	-13.246	-3761.665	0.22	0.466	0.432	32.288	0.766
30	0.023	0.575	-3762.633	-12.521	-3750.111	0.22	0.528	0.433	33.331	0.862
40	0.03	0.573	-3728.979	-13.122	-3715.857	0.22	0.647	0.436	27.731	0.903
50	0.038	0.648	-3716.934	-14.509	-3702.425	0.22	0.679	0.436	23.889	0.78
60	0.046	0.606	-3713.991	-14.97	-3699.021	0.22	0.669	0.436	23.278	0.729
70	0.053	0.563	-3702.099	-15.876	-3686.223	0.22	0.768	0.433	22.563	0.638
80	0.061	0.552	-3698.709	-16.223	-3682.486	0.22	0.859	0.436	20.368	0.656
90	0.069	0.537	-3696.65	-19.267	-3677.383	0.22	0.824	0.443	12.012	0.593
100	0.076	0.484	-3692.748	-19.425	-3673.323	0.22	0.844	0.44	12.535	0.56
110	0.083	0.474	-3685.616	-18.43	-3667.186	0.22	0.924	0.439	14.54	0.594
120	0.091	0.496	-3685.338	-17.368	-3667.969	0.22	0.909	0.438	16.73	0.634
130	0.098	0.496	-3685.338	-17.368	-3667.969	0.22	0.909	0.438	16.73	0.634
140	0.106	0.498	-3688.843	-18.09	-3670.753	0.22	0.941	0.44	15.011	0.615
150	0.113	0.524	-3687.669	-17.271	-3670.398	0.22	0.956	0.437	17.461	0.63
160	0.121	0.524	-3687.669	-17.271	-3670.398	0.22	0.956	0.437	17.461	0.63
170	0.128	0.524	-3687.669	-17.271	-3670.398	0.22	0.956	0.437	17.461	0.63
180	0.136	0.486	-3685.75	-17.583	-3668.167	0.22	0.963	0.436	17.426	0.6
190	0.143	0.494	-3686.181	-17.519	-3668.662	0.22	0.939	0.438	16.712	0.622
200	0.151	0.494	-3686.181	-17.519	-3668.662	0.22	0.939	0.438	16.712	0.622
210	0.158	0.494	-3686.181	-17.519	-3668.662	0.22	0.939	0.438	16.712	0.622
220	0.166	0.47	-3684.943	-18.984	-3665.959	0.22	0.917	0.439	13.436	0.576
230	0.174	0.47	-3684.943	-18.984	-3665.959	0.22	0.917	0.439	13.436	0.576
240	0.181	0.486	-3685.167	-18.741	-3666.425	0.22	0.905	0.44	13.681	0.589
250	0.189	0.474	-3688.628	-21.438	-3667.19	0.22	0.956	0.443	9.407	0.515
260	0.196	0.474	-3688.628	-21.438	-3667.19	0.22	0.956	0.443	9.407	0.515
270	0.204	0.5	-3688.276	-21.522	-3666.754	0.22	0.971	0.441	9.531	0.507
280	0.212	0.507	-3690.232	-21.379	-3668.853	0.22	0.944	0.445	9.106	0.531
290	0.22	0.507	-3690.232	-21.379	-3668.853	0.22	0.944	0.445	9.106	0.531
300	0.227	0.5	-3690.368	-19.946	-3670.422	0.22	0.908	0.439	11.942	0.539
310	0.235	0.5	-3687.924	-16.924	-3671.0	0.22	0.904	0.439	17.404	0.663
320	0.243	0.503	-3686.928	-17.323	-3669.605	0.22	0.878	0.439	16.317	0.649
330	0.25	0.471	-3684.536	-17.987	-3666.549	0.22	0.898	0.438	15.473	0.606
340	0.257	0.471	-3684.536	-17.987	-3666.549	0.22	0.898	0.438	15.473	0.606
350	0.265	0.471	-3684.536	-17.987	-3666.549	0.22	0.898	0.438	15.473	0.606
360	0.272	0.471	-3684.536	-17.987	-3666.549	0.22	0.898	0.438	15.473	0.606
370	0.28	0.471	-3684.536	-17.987	-3666.549	0.22	0.898	0.438	15.473	0.606
380	0.287	0.471	-3684.536	-17.987	-3666.549	0.22	0.898	0.438	15.473	0.606
