iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.001	-2149.845	-21.038	-2128.806	0.22	0.772	99.269	0.143
10	0.01	-2038.343	-14.218	-2024.125	0.22	0.714	102.793	0.335
20	0.018	-1981.119	-12.408	-1968.711	0.22	0.711	103.247	0.432
30	0.027	-1903.728	-10.507	-1893.221	0.22	0.761	108.037	0.568
40	0.036	-1802.761	-9.472	-1793.29	0.22	0.843	92.706	0.74
50	0.045	-1761.106	-8.592	-1752.515	0.22	0.94	95.189	0.885
60	0.053	-1752.251	-8.212	-1744.038	0.22	0.921	93.359	0.973
70	0.062	-1750.794	-8.271	-1742.523	0.22	0.907	90.372	0.981
80	0.071	-1750.843	-8.213	-1742.63	0.22	0.907	90.994	0.989
90	0.08	-1751.812	-8.397	-1743.415	0.22	0.892	89.289	0.957
100	0.089	-1751.331	-8.119	-1743.213	0.22	0.94	93.228	1.004
110	0.097	-1752.487	-7.943	-1744.544	0.22	0.946	96.199	1.026
120	0.106	-1752.089	-7.973	-1744.115	0.22	0.936	95.776	1.018
130	0.115	-1748.581	-8.436	-1740.145	0.22	0.928	86.814	0.978
140	0.123	-1750.314	-8.696	-1741.618	0.22	0.954	86.017	0.935
150	0.132	-1749.229	-8.647	-1740.582	0.22	0.942	85.709	0.944
160	0.141	-1748.591	-8.957	-1739.634	0.22	0.942	82.147	0.908
170	0.149	-1747.935	-8.897	-1739.038	0.22	0.932	81.964	0.919
180	0.158	-1745.625	-9.281	-1736.343	0.22	0.905	75.116	0.895
190	0.167	-1745.126	-9.334	-1735.792	0.22	0.935	75.006	0.893
200	0.175	-1745.508	-9.276	-1736.231	0.22	0.914	75.471	0.895
210	0.184	-1747.283	-9.424	-1737.859	0.22	0.941	76.538	0.864
220	0.192	-1744.64	-9.393	-1735.247	0.22	0.91	73.405	0.89
230	0.201	-1744.356	-9.901	-1734.455	0.22	0.91	68.849	0.839
240	0.21	-1746.459	-10.139	-1736.321	0.22	0.958	69.127	0.808
250	0.219	-1746.434	-10.042	-1736.393	0.22	0.97	68.577	0.834
260	0.227	-1744.304	-10.235	-1734.069	0.22	0.943	66.732	0.809
270	0.236	-1745.431	-10.433	-1734.999	0.22	0.946	66.033	0.784
280	0.245	-1744.82	-10.909	-1733.911	0.22	0.916	60.848	0.753
290	0.254	-1743.82	-10.881	-1732.939	0.22	0.944	61.11	0.76
300	0.262	-1741.993	-10.378	-1731.615	0.22	0.93	63.495	0.812
310	0.271	-1743.221	-10.257	-1732.964	0.22	0.946	65.513	0.817
320	0.28	-1743.084	-10.128	-1732.956	0.22	0.937	66.523	0.827
330	0.288	-1742.559	-10.51	-1732.05	0.22	0.924	62.855	0.796
340	0.297	-1743.088	-10.178	-1732.91	0.22	0.943	66.046	0.824
350	0.306	-1743.088	-10.178	-1732.91	0.22	0.943	66.046	0.824
360	0.315	-1744.155	-10.213	-1733.942	0.22	0.91	66.036	0.812
370	0.323	-1744.155	-10.213	-1733.942	0.22	0.91	66.036	0.812
380	0.332	-1744.155	-10.213	-1733.942	0.22	0.91	66.036	0.812
390	0.341	-1743.871	-10.237	-1733.633	0.22	0.911	65.673	0.811
400	0.35	-1742.881	-10.007	-1732.874	0.22	0.923	67.075	0.839
410	0.358	-1743.447	-9.917	-1733.53	0.22	0.919	68.208	0.843
420	0.367	-1743.778	-9.928	-1733.849	0.22	0.945	68.607	0.844
430	0.376	-1743.778	-9.928	-1733.849	0.22	0.945	68.607	0.844
440	0.384	-1743.697	-9.99	-1733.707	0.22	0.934	68.198	0.834
450	0.393	-1743.335	-10.343	-1732.991	0.22	0.923	64.77	0.804
460	0.402	-1743.335	-10.343	-1732.991	0.22	0.923	64.77	0.804
470	0.411	-1742.784	-10.472	-1732.312	0.22	0.944	63.511	0.8
480	0.419	-1742.784	-10.472	-1732.312	0.22	0.944	63.511	0.8
490	0.428	-1742.648	-10.634	-1732.014	0.22	0.909	61.387	0.788
500	0.437	-1741.252	-11.306	-1729.947	0.22	0.945	56.053	0.746
510	0.446	-1741.252	-11.306	-1729.947	0.22	0.945	56.053	0.746
520	0.455	-1741.252	-11.306	-1729.947	0.22	0.945	56.053	0.746
530	0.464	-1740.386	-11.878	-1728.508	0.22	0.959	51.302	0.72
540	0.472	-1742.648	-12.003	-1730.645	0.22	0.911	51.018	0.697
550	0.481	-1740.199	-12.202	-1727.998	0.22	0.937	49.113	0.695
560	0.49	-1741.102	-11.826	-1729.276	0.22	0.935	52.116	0.712
570	0.498	-1741.102	-11.826	-1729.276	0.22	0.935	52.116	0.712
580	0.507	-1742.401	-11.76	-1730.641	0.22	0.929	53.213	0.709
590	0.516	-1741.576	-11.626	-1729.95	0.22	0.919	53.48	0.723
600	0.525	-1741.5	-11.224	-1730.276	0.22	0.953	56.826	0.753
610	0.534	-1741.245	-11.638	-1729.607	0.22	0.941	53.634	0.723
620	0.543	-1740.838	-11.577	-1729.261	0.22	0.95	53.865	0.731
630	0.551	-1741.221	-11.548	-1729.673	0.22	0.961	54.029	0.737
640	0.56	-1741.367	-11.299	-1730.068	0.22	0.952	56.199	0.748
650	0.569	-1742.142	-11.32	-1730.822	0.22	0.967	55.939	0.752
