iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.001	-1812.739	-18.379	-1794.36	0.42	0.559	11.203	1.062
100	0.077	-1686.801	-15.229	-1671.572	0.42	0.94	23.041	0.542
200	0.155	-1685.154	-14.238	-1670.916	0.42	0.94	27.94	0.599
300	0.23	-1684.834	-15.155	-1669.68	0.42	0.956	23.141	0.578
400	0.31	-1689.336	-15.912	-1673.425	0.42	0.943	20.326	0.507
500	0.393	-1687.804	-16.365	-1671.439	0.42	0.929	17.812	0.554
600	0.477	-1687.924	-17.992	-1669.932	0.42	0.922	12.969	0.504
700	0.561	-1692.035	-19.357	-1672.678	0.42	0.85	9.805	0.481
800	0.644	-1689.645	-15.487	-1674.158	0.42	0.911	20.778	0.633
900	0.721	-1686.999	-15.272	-1671.727	0.42	0.968	23.056	0.547
1000	0.801	-1687.953	-14.405	-1673.548	0.42	0.926	27.152	0.569
1100	0.884	-1688.253	-14.147	-1674.105	0.42	0.989	29.324	0.622
1200	0.965	-1683.917	-13.875	-1670.042	0.42	0.974	30.499	0.638
1300	1.048	-1685.503	-14.187	-1671.316	0.42	0.947	28.318	0.601
1400	1.131	-1686.899	-12.744	-1674.155	0.42	0.919	38.216	0.687
1500	1.21	-1690.025	-13.33	-1676.695	0.42	0.945	34.325	0.608
1600	1.293	-1687.099	-12.883	-1674.215	0.42	0.95	37.377	0.687
1700	1.377	-1686.712	-12.879	-1673.833	0.42	0.932	37.228	0.676
1800	1.455	-1687.112	-13.922	-1673.189	0.42	0.911	29.737	0.601
1900	1.533	-1685.79	-14.478	-1671.312	0.42	0.953	26.774	0.584
2000	1.616	-1683.475	-13.854	-1669.621	0.42	0.972	30.586	0.637
2100	1.699	-1687.745	-13.525	-1674.22	0.42	0.977	32.96	0.658
2200	1.783	-1686.349	-13.707	-1672.642	0.42	0.961	31.37	0.641
2300	1.867	-1685.848	-16.011	-1669.837	0.42	0.971	19.703	0.543
2400	1.951	-1685.714	-16.799	-1668.916	0.42	0.971	16.806	0.526
2500	2.035	-1687.208	-16.519	-1670.689	0.42	0.994	18.386	0.529
2600	2.119	-1684.53	-16.834	-1667.695	0.42	0.969	16.699	0.521
2700	2.203	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
2800	2.288	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
2900	2.377	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
3000	2.466	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
3100	2.554	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
3200	2.642	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
3300	2.729	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
3400	2.813	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
3500	2.897	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
3600	2.977	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
3700	3.054	-1681.052	-15.728	-1665.325	0.42	0.973	20.786	0.561
3800	3.134	-1688.817	-14.774	-1674.043	0.42	0.979	25.34	0.601
3900	3.21	-1687.289	-14.072	-1673.217	0.42	0.947	29.207	0.589
4000	3.296	-1686.346	-14.704	-1671.642	0.42	0.964	25.703	0.576
4100	3.384	-1685.108	-14.682	-1670.426	0.42	0.956	25.442	0.601
4200	3.472	-1685.681	-15.826	-1669.854	0.42	0.985	20.655	0.555
4300	3.558	-1684.988	-15.623	-1669.365	0.42	0.987	21.581	0.564
4400	3.645	-1685.307	-14.229	-1671.078	0.42	0.95	28.067	0.602
4500	3.733	-1687.663	-12.862	-1674.801	0.42	0.932	37.485	0.663
4600	3.819	-1688.795	-11.971	-1676.824	0.42	0.921	45.716	0.751
4700	3.904	-1688.869	-12.192	-1676.677	0.42	0.949	43.763	0.746
4800	3.989	-1686.965	-12.908	-1674.057	0.42	0.908	36.758	0.673
4900	4.074	-1685.185	-14.363	-1670.822	0.42	0.943	27.265	0.593
5000	4.16	-1687.592	-12.594	-1674.998	0.42	0.963	40.111	0.721
5100	4.245	-1686.932	-12.619	-1674.313	0.42	0.924	39.326	0.701
5200	4.33	-1685.65	-13.513	-1672.137	0.42	0.947	32.518	0.648
5300	4.416	-1686.19	-13.716	-1672.474	0.42	0.953	31.079	0.652
5400	4.501	-1686.306	-13.496	-1672.81	0.42	0.955	32.781	0.645
5500	4.587	-1682.915	-13.685	-1669.23	0.42	0.967	31.611	0.645
5600	4.672	-1682.915	-13.685	-1669.23	0.42	0.967	31.611	0.645
5700	4.758	-1682.915	-13.685	-1669.23	0.42	0.967	31.611	0.645
5800	4.843	-1682.751	-13.996	-1668.755	0.42	0.97	29.641	0.628
5900	4.929	-1685.185	-14.376	-1670.809	0.42	0.938	27.162	0.591
6000	5.014	-1685.305	-13.993	-1671.312	0.42	0.946	29.42	0.615
6100	5.1	-1686.242	-14.665	-1671.577	0.42	0.966	25.657	0.603
6200	5.186	-1685.563	-14.131	-1671.432	0.42	0.943	28.619	0.602
6300	5.263	-1688.269	-13.427	-1674.842	0.42	0.913	33.098	0.619
6400	5.338	-1684.658	-14.379	-1670.279	0.42	0.942	26.933	0.615
