iter	hours	assortment	log_posterior	log_prior	loglik	missing	mixture	null_assortment	scale	shape
0	0.001	0.148	-3992.151	-22.373	-3969.779	0.32	0.807	0.327	101.914	0.139
10	0.009	0.16	-3913.2	-15.99	-3897.21	0.32	0.773	0.352	96.99	0.317
20	0.017	0.227	-3806.183	-12.946	-3793.237	0.32	0.748	0.381	94.6	0.493
30	0.025	0.246	-3765.972	-11.44	-3754.532	0.32	0.764	0.399	95.369	0.626
40	0.033	0.346	-3677.815	-10.217	-3667.598	0.32	0.845	0.417	90.671	0.808
50	0.042	0.47	-3661.917	-9.978	-3651.939	0.32	0.894	0.418	91.959	0.845
60	0.05	0.576	-3645.439	-9.493	-3635.946	0.32	0.856	0.422	91.486	0.939
70	0.059	0.592	-3634.661	-8.806	-3625.855	0.32	0.948	0.424	94.979	1.113
80	0.067	0.559	-3633.564	-8.847	-3624.717	0.32	0.936	0.424	96.719	1.076
90	0.075	0.614	-3633.441	-9.199	-3624.242	0.32	0.946	0.425	87.071	1.077
100	0.084	0.561	-3631.451	-8.961	-3622.49	0.32	0.902	0.424	91.377	1.084
110	0.092	0.55	-3632.819	-8.909	-3623.91	0.32	0.83	0.426	85.448	1.157
120	0.1	0.536	-3631.431	-8.913	-3622.518	0.32	0.876	0.425	88.062	1.13
130	0.109	0.564	-3629.628	-9.363	-3620.264	0.32	0.911	0.426	80.946	1.085
140	0.117	0.497	-3629.184	-10.123	-3619.061	0.32	0.842	0.426	70.788	0.991
150	0.126	0.543	-3620.33	-10.16	-3610.171	0.32	0.915	0.428	64.418	1.091
160	0.135	0.541	-3623.14	-10.276	-3612.864	0.32	0.909	0.429	60.437	1.128
170	0.143	0.608	-3615.208	-11.073	-3604.135	0.32	0.885	0.428	58.208	0.947
180	0.152	0.592	-3614.583	-11.257	-3603.326	0.32	0.874	0.428	56.052	0.937
190	0.161	0.578	-3612.378	-12.206	-3600.172	0.32	0.925	0.427	50.873	0.835
200	0.17	0.56	-3614.174	-11.68	-3602.493	0.32	0.879	0.429	50.948	0.926
210	0.179	0.572	-3612.573	-11.965	-3600.608	0.32	0.868	0.428	51.633	0.859
220	0.187	0.61	-3612.725	-12.483	-3600.242	0.32	0.925	0.427	50.141	0.799
230	0.196	0.585	-3612.187	-12.489	-3599.698	0.32	0.888	0.429	46.108	0.849
240	0.205	0.584	-3611.614	-12.837	-3598.776	0.32	0.911	0.429	44.477	0.818
250	0.214	0.58	-3610.143	-13.94	-3596.203	0.32	0.884	0.43	37.199	0.759
260	0.222	0.582	-3608.712	-15.328	-3593.384	0.32	0.902	0.429	31.295	0.676
270	0.231	0.589	-3610.884	-14.239	-3596.645	0.32	0.853	0.43	35.101	0.749
280	0.24	0.545	-3609.049	-15.36	-3593.689	0.32	0.904	0.432	29.336	0.707
290	0.248	0.575	-3609.268	-16.0	-3593.268	0.32	0.94	0.428	29.292	0.637
300	0.257	0.594	-3609.383	-16.219	-3593.164	0.32	0.887	0.432	25.927	0.668
310	0.266	0.606	-3610.906	-16.743	-3594.163	0.32	0.956	0.428	26.688	0.606
320	0.274	0.594	-3608.702	-16.064	-3592.638	0.32	0.901	0.43	27.565	0.655
330	0.283	0.606	-3609.892	-17.563	-3592.33	0.32	0.862	0.431	22.138	0.598
340	0.292	0.596	-3610.4	-19.475	-3590.925	0.32	0.86	0.436	15.665	0.568
350	0.3	0.52	-3609.171	-18.467	-3590.704	0.32	0.899	0.435	18.152	0.601
360	0.309	0.512	-3609.191	-17.912	-3591.278	0.32	0.893	0.434	19.797	0.616
370	0.318	0.512	-3609.191	-17.912	-3591.278	0.32	0.893	0.434	19.797	0.616
380	0.327	0.513	-3609.722	-16.585	-3593.137	0.32	0.874	0.433	23.93	0.666
390	0.335	0.557	-3609.166	-16.19	-3592.976	0.32	0.86	0.431	26.784	0.652
400	0.344	0.558	-3608.76	-16.258	-3592.502	0.32	0.876	0.432	26.049	0.66
410	0.353	0.605	-3609.473	-16.412	-3593.061	0.32	0.922	0.431	25.871	0.651
420	0.361	0.563	-3609.202	-16.248	-3592.954	0.32	0.944	0.429	28.089	0.631
430	0.37	0.563	-3609.202	-16.248	-3592.954	0.32	0.944	0.429	28.089	0.631
440	0.379	0.588	-3609.871	-14.776	-3595.096	0.32	0.927	0.43	33.539	0.711
450	0.387	0.573	-3609.356	-15.593	-3593.762	0.32	0.939	0.428	31.031	0.654
460	0.396	0.58	-3609.732	-15.775	-3593.957	0.32	0.945	0.429	29.804	0.655
470	0.405	0.6	-3609.279	-16.102	-3593.177	0.32	0.896	0.429	28.581	0.633
480	0.413	0.646	-3607.866	-15.504	-3592.363	0.32	0.912	0.434	26.998	0.74
490	0.422	0.643	-3607.672	-16.774	-3590.898	0.32	0.932	0.435	22.602	0.682
500	0.43	0.684	-3609.637	-15.951	-3593.686	0.32	0.847	0.434	25.131	0.717
510	0.439	0.684	-3609.637	-15.951	-3593.686	0.32	0.847	0.434	25.131	0.717
520	0.448	0.684	-3609.637	-15.951	-3593.686	0.32	0.847	0.434	25.131	0.717
530	0.456	0.649	-3609.381	-16.068	-3593.313	0.32	0.844	0.435	23.754	0.735
540	0.465	0.68	-3607.399	-17.216	-3590.183	0.32	0.872	0.435	21.272	0.656
550	0.473	0.68	-3607.399	-17.216	-3590.183	0.32	0.872	0.435	21.272	0.656
560	0.482	0.684	-3606.35	-18.667	-3587.683	0.32	0.906	0.435	17.728	0.594
570	0.49	0.667	-3605.663	-17.978	-3587.684	0.32	0.891	0.435	19.165	0.626
580	0.499	0.667	-3605.663	-17.978	-3587.684	0.32	0.891	0.435	19.165	0.626
590	0.508	0.667	-3605.663	-17.978	-3587.684	0.32	0.891	0.435	19.165	0.626
600	0.516	0.667	-3605.663	-17.978	-3587.684	0.32	0.891	0.435	19.165	0.626
610	0.524	0.667	-3605.663	-17.978	-3587.684	0.32	0.891	0.435	19.165	0.626
620	0.533	0.667	-3605.663	-17.978	-3587.684	0.32	0.891	0.435	19.165	0.626
630	0.541	0.667	-3605.663	-17.978	-3587.684	0.32	0.891	0.435	19.165	0.626
640	0.549	0.689	-3607.44	-18.063	-3589.378	0.32	0.865	0.435	19.161	0.616
650	0.557	0.713	-3609.012	-18.053	-3590.959	0.32	0.893	0.433	19.817	0.603
660	0.565	0.66	-3608.629	-17.534	-3591.095	0.32	0.898	0.437	19.611	0.664
670	0.574	0.645	-3609.05	-17.194	-3591.856	0.32	0.912	0.436	20.53	0.681
680	0.583	0.698	-3607.524	-17.683	-3589.841	0.32	0.881	0.434	20.655	0.621
690	0.592	0.698	-3607.524	-17.683	-3589.841	0.32	0.881	0.434	20.655	0.621
700	0.601	0.698	-3607.524	-17.683	-3589.841	0.32	0.881	0.434	20.655	0.621
710	0.609	0.698	-3607.524	-17.683	-3589.841	0.32	0.881	0.434	20.655	0.621
720	0.618	0.698	-3607.524	-17.683	-3589.841	0.32	0.881	0.434	20.655	0.621
730	0.627	0.698	-3607.524	-17.683	-3589.841	0.32	0.881	0.434	20.655	0.621
740	0.636	0.683	-3607.778	-17.55	-3590.228	0.32	0.862	0.435	20.264	0.643
750	0.644	0.712	-3609.343	-17.058	-3592.285	0.32	0.866	0.433	22.867	0.637
760	0.653	0.701	-3607.879	-16.789	-3591.09	0.32	0.885	0.433	23.641	0.651
770	0.662	0.701	-3607.879	-16.789	-3591.09	0.32	0.885	0.433	23.641	0.651
780	0.67	0.701	-3607.879	-16.789	-3591.09	0.32	0.885	0.433	23.641	0.651
790	0.679	0.641	-3607.578	-16.622	-3590.956	0.32	0.882	0.436	22.305	0.702
800	0.688	0.641	-3607.578	-16.622	-3590.956	0.32	0.882	0.436	22.305	0.702
810	0.696	0.641	-3607.578	-16.622	-3590.956	0.32	0.882	0.436	22.305	0.702
820	0.705	0.672	-3606.799	-16.649	-3590.15	0.32	0.898	0.434	23.308	0.676
830	0.714	0.663	-3609.138	-15.756	-3593.381	0.32	0.887	0.434	25.572	0.736
840	0.722	0.66	-3608.712	-15.864	-3592.848	0.32	0.91	0.434	25.539	0.724
850	0.731	0.697	-3608.612	-16.039	-3592.573	0.32	0.927	0.432	26.669	0.68
860	0.739	0.697	-3608.612	-16.039	-3592.573	0.32	0.927	0.432	26.669	0.68
870	0.748	0.703	-3608.386	-16.033	-3592.353	0.32	0.926	0.431	27.227	0.67
880	0.757	0.679	-3606.554	-16.285	-3590.269	0.32	0.911	0.433	25.23	0.678
890	0.765	0.679	-3606.554	-16.285	-3590.269	0.32	0.911	0.433	25.23	0.678
