iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.002	-2166.711	-13.725	-2152.986	0.5	1.0	71.054	2.006
100	0.152	-989.206	-12.008	-977.198	0.5	1.0	69.72	0.737
200	0.301	-984.761	-13.006	-971.755	0.5	1.0	53.64	0.716
300	0.449	-981.785	-14.508	-967.277	0.5	1.0	38.457	0.589
400	0.597	-980.409	-14.605	-965.803	0.5	1.0	37.074	0.624
500	0.742	-977.397	-17.365	-960.032	0.5	1.0	21.026	0.515
600	0.881	-977.196	-17.316	-959.881	0.5	1.0	21.005	0.532
700	1.021	-977.386	-22.097	-955.289	0.5	1.0	8.434	0.42
800	1.163	-977.001	-17.853	-959.148	0.5	1.0	18.822	0.521
900	1.304	-977.368	-21.96	-955.408	0.5	1.0	8.527	0.435
1000	1.445	-977.738	-18.189	-959.549	0.5	1.0	17.511	0.521
1100	1.586	-978.802	-15.638	-963.164	0.5	1.0	29.829	0.573
1200	1.733	-980.286	-14.697	-965.59	0.5	1.0	36.494	0.608
1300	1.888	-978.51	-16.969	-961.541	0.5	1.0	22.973	0.512
1400	2.039	-977.434	-16.939	-960.495	0.5	1.0	22.677	0.542
1500	2.19	-977.023	-21.002	-956.021	0.5	1.0	10.211	0.453
1600	2.338	-977.413	-18.591	-958.822	0.5	1.0	16.613	0.477
1700	2.485	-977.696	-17.404	-960.292	0.5	1.0	20.463	0.544
1800	2.63	-977.354	-17.289	-960.065	0.5	1.0	21.313	0.519
1900	2.776	-977.257	-17.389	-959.867	0.5	1.0	20.638	0.535
2000	2.922	-977.199	-18.103	-959.097	0.5	1.0	17.833	0.522
2100	3.068	-979.693	-17.81	-961.883	0.5	1.0	18.665	0.551
2200	3.214	-976.565	-19.533	-957.032	0.5	1.0	13.649	0.473
2300	3.358	-976.903	-17.861	-959.042	0.5	1.0	18.849	0.517
2400	3.503	-978.246	-16.053	-962.194	0.5	1.0	27.206	0.57
2500	3.65	-977.156	-17.336	-959.82	0.5	1.0	20.953	0.529
2600	3.797	-976.956	-20.161	-956.795	0.5	1.0	11.961	0.472
2700	3.943	-977.262	-20.38	-956.881	0.5	1.0	11.432	0.471
2800	4.089	-977.246	-20.183	-957.063	0.5	1.0	11.871	0.476
2900	4.235	-977.297	-21.079	-956.218	0.5	1.0	10.277	0.432
3000	4.378	-977.225	-17.44	-959.786	0.5	1.0	20.664	0.516
3100	4.522	-976.851	-18.603	-958.247	0.5	1.0	16.449	0.486
3200	4.663	-976.8	-20.949	-955.851	0.5	1.0	10.418	0.445
3300	4.808	-977.795	-16.489	-961.306	0.5	1.0	24.932	0.55
3400	4.949	-978.084	-17.909	-960.174	0.5	1.0	19.068	0.488
3500	5.093	-978.835	-24.404	-954.432	0.5	1.0	5.476	0.389
3600	5.236	-976.896	-21.233	-955.663	0.5	1.0	9.835	0.443
3700	5.376	-980.863	-25.468	-955.394	0.5	1.0	4.39	0.391
3800	5.518	-977.054	-21.388	-955.666	0.5	1.0	9.631	0.433
3900	5.66	-976.644	-19.473	-957.171	0.5	1.0	13.72	0.481
4000	5.803	-978.875	-15.937	-962.938	0.5	1.0	27.736	0.584
4100	5.944	-977.125	-17.473	-959.652	0.5	1.0	20.481	0.519
4200	6.092	-976.907	-17.812	-959.095	0.5	1.0	19.091	0.514
4300	6.237	-977.529	-17.575	-959.954	0.5	1.0	20.232	0.505
4400	6.378	-976.56	-19.615	-956.946	0.5	1.0	13.422	0.472
4500	6.52	-976.674	-20.304	-956.37	0.5	1.0	11.798	0.455
4600	6.661	-976.612	-19.036	-957.576	0.5	1.0	14.958	0.489
4700	6.804	-976.639	-19.466	-957.173	0.5	1.0	13.876	0.47
4800	6.945	-977.905	-19.448	-958.457	0.5	1.0	14.151	0.454
4900	7.093	-976.837	-19.229	-957.608	0.5	1.0	14.585	0.471
5000	7.245	-977.973	-16.323	-961.651	0.5	1.0	25.83	0.553
5100	7.398	-979.105	-15.371	-963.733	0.5	1.0	31.468	0.589
5200	7.555	-976.785	-18.359	-958.426	0.5	1.0	17.203	0.495
5300	7.71	-976.722	-20.683	-956.039	0.5	1.0	10.923	0.453
5400	7.87	-977.838	-18.361	-959.476	0.5	1.0	17.436	0.478
5500	8.026	-978.551	-17.787	-960.764	0.5	1.0	19.595	0.487
5600	8.178	-977.255	-21.091	-956.164	0.5	1.0	10.008	0.455
5700	8.33	-977.86	-19.88	-957.98	0.5	1.0	12.515	0.489
5800	8.482	-976.613	-19.287	-957.326	0.5	1.0	14.237	0.484
5900	8.633	-977.916	-16.508	-961.408	0.5	1.0	24.948	0.542
