iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.002	-2535.523	-20.168	-2515.354	0.5	1.0	11.054	1.006
100	0.152	-977.026	-19.034	-957.992	0.5	1.0	15.187	0.472
200	0.301	-976.583	-19.782	-956.801	0.5	1.0	12.964	0.472
300	0.45	-976.896	-18.321	-958.575	0.5	1.0	17.138	0.511
400	0.598	-979.269	-15.341	-963.929	0.5	1.0	31.801	0.581
500	0.742	-977.546	-16.865	-960.681	0.5	1.0	23.16	0.534
600	0.881	-978.117	-19.227	-958.89	0.5	1.0	14.178	0.506
700	1.022	-977.711	-20.959	-956.752	0.5	1.0	10.57	0.43
800	1.164	-978.173	-18.822	-959.351	0.5	1.0	15.998	0.465
900	1.305	-976.679	-20.355	-956.324	0.5	1.0	11.682	0.454
1000	1.446	-980.576	-20.827	-959.749	0.5	1.0	11.065	0.415
1100	1.586	-976.745	-18.992	-957.753	0.5	1.0	15.035	0.494
1200	1.733	-977.469	-22.43	-955.039	0.5	1.0	7.841	0.424
1300	1.885	-977.33	-17.172	-960.159	0.5	1.0	21.737	0.528
1400	2.035	-977.334	-21.014	-956.32	0.5	1.0	10.143	0.458
1500	2.185	-976.82	-19.339	-957.481	0.5	1.0	14.029	0.489
1600	2.33	-979.195	-16.566	-962.63	0.5	1.0	24.309	0.566
1700	2.475	-978.617	-15.769	-962.847	0.5	1.0	28.826	0.582
1800	2.619	-978.803	-15.957	-962.846	0.5	1.0	27.7	0.577
1900	2.764	-977.244	-17.368	-959.876	0.5	1.0	20.74	0.535
2000	2.91	-977.563	-16.974	-960.589	0.5	1.0	22.426	0.548
2100	3.056	-979.107	-15.687	-963.42	0.5	1.0	29.462	0.576
2200	3.201	-976.864	-20.407	-956.457	0.5	1.0	11.625	0.448
2300	3.345	-976.584	-19.482	-957.101	0.5	1.0	13.802	0.472
2400	3.49	-977.363	-17.438	-959.924	0.5	1.0	20.723	0.513
2500	3.637	-982.786	-16.325	-966.461	0.5	1.0	26.73	0.501
2600	3.784	-977.54	-18.269	-959.271	0.5	1.0	17.192	0.523
2700	3.93	-976.745	-20.537	-956.208	0.5	1.0	11.296	0.45
2800	4.076	-977.493	-18.435	-959.057	0.5	1.0	17.133	0.48
2900	4.221	-976.801	-20.984	-955.818	0.5	1.0	10.329	0.446
3000	4.364	-977.614	-19.102	-958.512	0.5	1.0	15.087	0.463
3100	4.509	-977.4	-17.723	-959.677	0.5	1.0	19.294	0.527
3200	4.65	-976.605	-18.953	-957.652	0.5	1.0	15.281	0.484
3300	4.795	-978.164	-16.389	-961.776	0.5	1.0	25.24	0.569
3400	4.937	-976.842	-18.791	-958.05	0.5	1.0	15.865	0.481
3500	5.081	-978.062	-16.556	-961.506	0.5	1.0	24.371	0.565
3600	5.224	-979.859	-17.18	-962.678	0.5	1.0	22.244	0.494
3700	5.365	-979.221	-19.642	-959.578	0.5	1.0	13.762	0.441
3800	5.507	-977.36	-21.147	-956.213	0.5	1.0	10.153	0.431
3900	5.649	-976.863	-20.651	-956.212	0.5	1.0	10.929	0.459
4000	5.791	-976.836	-20.418	-956.417	0.5	1.0	11.418	0.464
4100	5.934	-977.07	-19.969	-957.101	0.5	1.0	12.693	0.452
4200	6.081	-977.342	-18.975	-958.367	0.5	1.0	15.418	0.469
4300	6.226	-978.104	-16.266	-961.838	0.5	1.0	26.192	0.551
4400	6.368	-976.923	-18.84	-958.083	0.5	1.0	15.447	0.501
4500	6.509	-977.996	-16.551	-961.445	0.5	1.0	24.781	0.537
4600	6.651	-976.739	-18.66	-958.079	0.5	1.0	16.06	0.501
4700	6.793	-977.108	-18.452	-958.656	0.5	1.0	17.002	0.485
4800	6.935	-976.845	-20.848	-955.998	0.5	1.0	10.546	0.453
4900	7.083	-976.674	-18.49	-958.184	0.5	1.0	16.697	0.497
5000	7.235	-979.425	-15.159	-964.265	0.5	1.0	32.898	0.599
5100	7.388	-979.705	-15.037	-964.669	0.5	1.0	33.911	0.594
5200	7.545	-978.424	-15.889	-962.535	0.5	1.0	28.223	0.57
5300	7.701	-976.653	-19.322	-957.331	0.5	1.0	14.271	0.473
5400	7.861	-977.851	-21.822	-956.028	0.5	1.0	8.686	0.445
5500	8.017	-976.693	-18.781	-957.911	0.5	1.0	15.841	0.485
5600	8.17	-978.271	-16.355	-961.916	0.5	1.0	25.4	0.572
