iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
0	0.002	-1052.381	-20.114	-1032.267	0.5	0.591	11.054	1.006
100	0.173	-972.137	-16.456	-955.681	0.5	0.949	25.074	0.605
200	0.343	-972.328	-16.876	-955.452	0.5	0.928	23.055	0.568
300	0.512	-972.675	-17.335	-955.34	0.5	0.899	20.437	0.598
400	0.681	-972.738	-18.276	-954.461	0.5	0.971	17.733	0.525
500	0.849	-973.585	-15.754	-957.831	0.5	0.969	29.574	0.613
600	1.018	-972.507	-17.824	-954.683	0.5	0.895	18.63	0.565
700	1.186	-972.214	-19.347	-952.867	0.5	0.923	13.989	0.509
800	1.354	-971.727	-18.191	-953.536	0.5	0.94	17.572	0.547
900	1.522	-971.813	-17.031	-954.782	0.5	0.94	22.287	0.575
1000	1.69	-971.939	-17.689	-954.25	0.5	0.93	19.524	0.547
1100	1.859	-972.435	-16.003	-956.432	0.5	0.947	27.487	0.631
1200	2.028	-972.367	-17.371	-954.996	0.5	0.938	20.495	0.595
1300	2.197	-974.525	-14.517	-960.008	0.5	0.92	37.583	0.745
1400	2.366	-973.183	-14.901	-958.283	0.5	0.938	34.828	0.679
1500	2.534	-975.528	-16.711	-958.817	0.5	0.846	23.335	0.589
1600	2.703	-974.15	-18.474	-955.676	0.5	0.968	16.633	0.56
1700	2.872	-973.495	-15.95	-957.545	0.5	0.948	28.297	0.585
1800	3.041	-972.309	-17.059	-955.25	0.5	0.918	21.726	0.607
1900	3.208	-974.341	-14.447	-959.895	0.5	0.943	38.533	0.729
2000	3.376	-974.251	-16.575	-957.675	0.5	0.979	24.956	0.599
2100	3.545	-974.76	-18.933	-955.827	0.5	0.921	15.546	0.486
2200	3.713	-972.432	-16.33	-956.103	0.5	0.957	25.879	0.605
2300	3.881	-973.072	-15.743	-957.329	0.5	0.905	28.893	0.62
2400	4.05	-974.657	-15.905	-958.751	0.5	0.886	27.993	0.596
2500	4.217	-973.183	-15.877	-957.306	0.5	0.953	28.189	0.651
2600	4.384	-971.988	-16.648	-955.34	0.5	0.939	23.922	0.607
2700	4.548	-974.58	-14.824	-959.756	0.5	0.876	34.866	0.691
2800	4.712	-973.954	-17.761	-956.192	0.5	0.902	19.305	0.528
2900	4.876	-975.331	-19.886	-955.445	0.5	0.854	12.333	0.51
3000	5.041	-974.363	-21.969	-952.393	0.5	0.974	8.707	0.448
3100	5.208	-975.016	-17.539	-957.476	0.5	0.845	19.475	0.587
3200	5.373	-975.899	-13.79	-962.108	0.5	0.89	44.371	0.786
3300	5.536	-974.531	-14.147	-960.384	0.5	0.907	41.007	0.714
3400	5.7	-975.253	-14.233	-961.02	0.5	0.895	40.215	0.69
3500	5.865	-972.207	-16.698	-955.509	0.5	0.938	23.964	0.575
3600	6.028	-974.508	-14.109	-960.399	0.5	0.941	41.854	0.705
3700	6.192	-972.37	-15.808	-956.562	0.5	0.941	28.606	0.636
3800	6.356	-973.738	-17.796	-955.942	0.5	0.87	18.537	0.581
