iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
1460	1.278	-1686.331	-2.766	-1683.565	0.32	0.932	5.378	0.417
1470	1.286	-1686.331	-2.766	-1683.565	0.32	0.932	5.378	0.417
1480	1.294	-1686.331	-2.766	-1683.565	0.32	0.932	5.378	0.417
1490	1.303	-1686.331	-2.766	-1683.565	0.32	0.932	5.378	0.417
1500	1.311	-1686.331	-2.766	-1683.565	0.32	0.932	5.378	0.417
1510	1.319	-1686.331	-2.766	-1683.565	0.32	0.932	5.378	0.417
1520	1.327	-1686.665	-2.689	-1683.976	0.32	0.921	4.876	0.405
1530	1.336	-1687.328	-2.69	-1684.638	0.32	0.96	4.217	0.384
1540	1.344	-1687.328	-2.69	-1684.638	0.32	0.96	4.217	0.384
1550	1.352	-1686.675	-2.662	-1684.013	0.32	0.952	4.186	0.397
1560	1.361	-1686.675	-2.662	-1684.013	0.32	0.952	4.186	0.397
1570	1.369	-1686.675	-2.662	-1684.013	0.32	0.952	4.186	0.397
1580	1.378	-1687.516	-2.573	-1684.943	0.32	0.924	3.177	0.373
1590	1.387	-1687.516	-2.573	-1684.943	0.32	0.924	3.177	0.373
1600	1.396	-1687.516	-2.573	-1684.943	0.32	0.924	3.177	0.373
1610	1.404	-1687.516	-2.573	-1684.943	0.32	0.924	3.177	0.373
1620	1.413	-1686.639	-2.728	-1683.911	0.32	0.948	4.919	0.415
1630	1.422	-1687.31	-2.979	-1684.331	0.32	0.944	6.554	0.419
1640	1.431	-1688.101	-3.409	-1684.692	0.32	0.95	8.712	0.477
1650	1.44	-1687.065	-2.988	-1684.077	0.32	0.951	6.541	0.421
1660	1.448	-1688.916	-3.029	-1685.887	0.32	0.953	6.719	0.41
1670	1.457	-1689.442	-3.06	-1686.382	0.32	0.976	6.579	0.437
1680	1.466	-1689.442	-3.06	-1686.382	0.32	0.976	6.579	0.437
1690	1.475	-1689.442	-3.06	-1686.382	0.32	0.976	6.579	0.437
1700	1.483	-1687.015	-2.878	-1684.137	0.32	0.959	5.78	0.413
1710	1.492	-1687.015	-2.878	-1684.137	0.32	0.959	5.78	0.413
1720	1.501	-1687.167	-2.63	-1684.537	0.32	0.956	3.438	0.374
1730	1.509	-1687.217	-2.651	-1684.566	0.32	0.955	4.019	0.4
1740	1.518	-1687.217	-2.651	-1684.566	0.32	0.955	4.019	0.4
1750	1.526	-1688.549	-2.826	-1685.723	0.32	0.921	5.82	0.404
1760	1.534	-1688.593	-2.595	-1685.998	0.32	0.898	4.161	0.387
1770	1.542	-1688.593	-2.595	-1685.998	0.32	0.898	4.161	0.387
1780	1.551	-1687.642	-2.642	-1685.0	0.32	0.898	4.687	0.404
1790	1.559	-1686.638	-2.763	-1683.875	0.32	0.945	5.23	0.422
1800	1.567	-1686.591	-2.824	-1683.766	0.32	0.951	5.541	0.412
1810	1.576	-1686.61	-2.841	-1683.769	0.32	0.92	5.965	0.422
1820	1.584	-1687.37	-3.413	-1683.957	0.32	0.919	8.923	0.462
1830	1.592	-1687.381	-3.535	-1683.846	0.32	0.923	9.451	0.472
1840	1.6	-1687.257	-3.217	-1684.04	0.32	0.937	7.9	0.467
1850	1.608	-1687.257	-3.217	-1684.04	0.32	0.937	7.9	0.467
1860	1.616	-1687.257	-3.217	-1684.04	0.32	0.937	7.9	0.467
1870	1.625	-1687.65	-3.544	-1684.107	0.32	0.945	9.355	0.478
1880	1.633	-1687.805	-3.732	-1684.072	0.32	0.923	10.305	0.492
1890	1.642	-1689.405	-4.229	-1685.176	0.32	0.922	12.336	0.526
1900	1.65	-1690.166	-4.734	-1685.432	0.32	0.93	14.245	0.54
1910	1.659	-1689.666	-4.544	-1685.122	0.32	0.911	13.614	0.523
1920	1.667	-1689.666	-4.544	-1685.122	0.32	0.911	13.614	0.523
1930	1.676	-1689.764	-4.582	-1685.182	0.32	0.912	13.755	0.526
1940	1.684	-1691.865	-5.088	-1686.776	0.32	0.888	15.735	0.542
1950	1.693	-1692.089	-5.17	-1686.918	0.32	0.946	15.803	0.514
1960	1.701	-1688.978	-4.312	-1684.665	0.32	0.927	12.645	0.505
1970	1.71	-1688.978	-4.312	-1684.665	0.32	0.927	12.645	0.505
1980	1.718	-1690.008	-4.473	-1685.536	0.32	0.933	13.234	0.536
1990	1.727	-1690.233	-4.74	-1685.493	0.32	0.924	14.301	0.542
2000	1.736	-1691.459	-4.482	-1686.977	0.32	0.872	13.494	0.538
2010	1.744	-1691.459	-4.482	-1686.977	0.32	0.872	13.494	0.538
2020	1.753	-1690.913	-4.51	-1686.403	0.32	0.882	13.58	0.523
2030	1.761	-1690.913	-4.51	-1686.403	0.32	0.882	13.58	0.523
2040	1.77	-1689.584	-3.816	-1685.767	0.32	0.879	10.828	0.502
2050	1.779	-1689.584	-3.816	-1685.767	0.32	0.879	10.828	0.502
2060	1.787	-1689.36	-3.461	-1685.899	0.32	0.904	9.196	0.452
2070	1.796	-1686.562	-3.067	-1683.495	0.32	0.925	7.219	0.446
2080	1.804	-1686.562	-3.067	-1683.495	0.32	0.925	7.219	0.446
2090	1.813	-1686.589	-3.12	-1683.468	0.32	0.932	7.452	0.453
2100	1.821	-1688.109	-2.945	-1685.165	0.32	0.888	6.745	0.435
